temperature,humidity,motion_detected,current_time,hvac_target_temperature,light_state,fan_state
20.6,64,0,17,0,1,0
19.1,77,0,3,0,1,0
24.7,39,1,15,0,0,0
21.1,77,0,3,0,0,0
15.4,76,1,5,24,0,0
17.3,87,1,2,24,1,1
25.7,71,0,17,22,1,0
24.9,56,0,14,0,0,1
15.4,27,0,7,24,0,0
18.3,63,0,17,0,1,0
18.5,24,0,23,0,0,0
25.1,88,1,22,22,1,1
15.3,50,0,2,24,0,1
16.6,64,0,5,24,1,0
27.0,28,0,21,22,1,0
17.7,51,0,20,24,1,0
24.8,52,1,23,0,0,0
18.6,86,0,14,0,1,1
16.5,49,0,11,24,0,0
18.6,48,0,4,0,1,0
25.8,22,1,6,22,0,0
27.8,76,0,21,22,1,0
27.5,49,1,14,22,0,0
21.0,28,0,6,0,0,1
25.0,45,0,12,0,0,0
18.1,21,0,2,0,1,1
19.4,81,0,22,0,1,1
28.4,22,0,12,22,0,0
15.2,65,0,2,24,0,0
16.3,87,0,1,24,0,0
18.1,44,0,22,0,0,0
15.4,70,0,3,24,1,0
17.7,32,0,16,24,0,0
23.7,63,1,5,0,1,1
21.3,54,0,10,0,1,0
28.4,74,0,5,22,1,0
27.3,28,0,21,22,1,0
20.1,21,1,1,0,0,0
18.9,80,1,16,0,0,0
20.7,60,0,2,0,1,0
23.9,63,0,11,0,0,1
19.0,83,1,13,0,0,0
24.4,50,1,1,0,1,1
21.1,66,0,21,0,1,0
23.3,21,1,21,0,0,0
21.5,88,0,4,0,1,0
19.4,77,1,9,0,0,0
29.2,63,0,9,22,1,0
26.5,75,0,20,22,0,0
17.1,62,0,8,24,1,1
28.0,53,1,20,22,1,1
22.3,49,1,12,0,0,0
28.4,90,0,9,22,1,0
27.0,89,0,5,22,1,0
21.4,74,0,10,0,1,0
15.3,86,0,3,24,0,1
19.0,32,0,13,0,1,0
23.1,22,0,16,0,1,1
24.5,45,1,19,0,0,0
18.9,76,0,1,0,1,0
17.1,43,0,9,24,0,1
27.5,72,0,2,22,0,1
29.8,89,0,6,22,0,0
22.9,62,1,6,0,1,1
17.6,79,0,0,24,1,0
19.1,77,0,7,0,0,0
15.3,68,0,22,24,1,0
28.7,61,0,0,22,1,0
16.8,85,0,7,24,1,0
23.6,30,0,13,0,0,0
19.1,37,0,13,0,1,0
23.3,71,0,1,0,1,0
24.8,65,0,7,0,1,1
27.4,63,0,18,22,0,0
18.1,41,0,9,0,0,1
15.2,72,0,6,24,0,0
17.1,78,1,12,24,1,1
28.5,49,0,21,22,0,1
28.1,27,0,20,22,1,0
24.0,76,0,14,0,0,0
24.0,39,0,10,0,0,0
25.0,44,0,13,0,0,0
17.6,38,1,10,24,1,1
28.7,24,0,1,22,1,0
21.3,46,0,1,0,1,0
20.7,59,0,11,0,1,0
22.8,45,1,14,0,0,0
15.7,46,0,16,24,1,0
17.5,81,0,13,24,0,0
26.1,69,1,15,22,1,1
16.2,61,1,7,24,0,0
24.0,48,1,23,0,1,1
18.7,58,0,16,0,0,1
20.8,79,0,4,0,0,0
19.3,60,0,11,0,0,0
20.3,52,0,5,0,0,1
25.8,35,0,17,22,0,1
19.5,42,1,4,0,1,1
23.5,26,1,5,0,1,1
22.1,45,0,8,0,0,0
25.0,31,0,14,0,0,0
29.1,24,0,9,22,0,0
26.0,88,1,16,22,1,1
18.2,68,0,18,0,0,0
15.5,45,1,11,24,1,1
18.9,24,0,8,0,0,0
23.9,41,0,14,0,0,0
15.8,32,1,13,24,0,1
22.4,47,0,0,0,0,1
24.0,52,0,16,0,0,0
20.0,42,1,0,0,0,1
26.6,37,0,22,22,0,1
16.6,49,0,20,24,1,1
16.1,45,0,21,24,0,0
25.9,35,0,12,22,0,0
22.4,58,1,7,0,0,0
25.3,52,1,12,22,1,1
21.5,45,1,15,0,1,1
18.7,67,0,1,0,1,0
27.3,84,0,12,22,0,0
27.0,57,0,17,22,0,0
25.4,21,1,2,22,0,0
19.1,25,0,12,0,0,0
23.9,65,0,18,0,1,0
20.4,69,1,12,0,1,1
16.4,57,0,18,24,1,0
28.8,37,0,3,22,0,0
17.1,46,0,18,24,0,0
29.3,60,1,17,22,0,0
21.7,36,0,5,0,0,0
17.8,81,1,18,24,1,1
23.1,48,0,3,0,0,0
28.1,77,1,3,22,1,1
26.0,89,0,23,22,1,0
27.1,41,0,6,22,0,0
24.9,25,1,6,0,0,0
25.4,45,1,22,22,1,1
27.7,58,0,15,22,0,0
18.7,31,1,15,0,0,0
22.3,33,1,4,0,0,0
18.3,41,0,14,0,0,0
29.8,70,0,22,22,1,0
29.2,42,1,3,22,0,0
15.6,67,0,23,24,1,1
25.6,90,0,12,22,1,0
28.9,69,1,18,22,0,0
17.7,32,0,6,24,1,0
23.5,29,0,11,0,0,0
28.7,74,1,8,22,1,1
15.5,28,0,16,24,0,0
25.5,71,1,1,22,0,0
19.5,21,1,15,0,0,0
28.9,44,0,6,22,1,0
29.6,32,0,17,22,0,1
29.2,70,0,6,22,0,0
22.1,77,0,0,0,0,0
27.9,53,0,2,22,0,0
27.7,54,0,20,22,1,0
19.8,22,0,10,0,1,0
27.4,78,0,21,22,1,0
15.6,89,0,14,24,0,0
23.9,67,0,2,0,0,0
18.5,83,0,23,0,1,0
16.8,38,0,12,24,1,0
16.2,86,0,3,24,0,0
25.4,24,0,22,22,1,0
20.1,86,0,21,0,1,0
25.9,30,1,7,22,0,0
16.0,87,0,21,24,1,0
19.7,88,0,3,0,0,0
23.1,20,0,17,0,1,0
26.9,82,0,6,22,1,0
19.8,48,0,10,0,0,1
24.4,31,1,3,0,0,1
28.3,60,0,12,22,1,0
24.2,21,1,8,0,1,1
18.5,56,0,8,0,0,0
15.4,64,0,22,24,1,0
28.1,67,0,20,22,1,0
15.3,43,0,18,24,0,1
28.1,41,0,2,22,0,0
22.9,30,0,11,0,1,0
29.1,77,0,10,22,0,0
27.0,65,0,19,22,0,0
30.0,48,0,10,22,1,0
20.3,54,0,16,0,0,0
26.5,34,0,20,22,0,0
21.0,79,0,13,0,0,0
22.2,61,1,15,0,1,1
24.4,62,0,23,0,1,0
28.1,68,0,9,22,1,0
29.8,83,0,3,22,0,0
26.5,51,1,9,22,1,1
21.3,83,0,19,0,1,0
21.3,21,0,11,0,0,0
26.1,43,0,8,22,0,0
18.6,85,0,14,0,1,0
16.7,57,0,8,24,0,0
20.3,50,0,6,0,0,0
19.3,45,1,23,0,0,0
19.4,48,0,11,0,0,0
18.5,86,0,19,0,0,0
15.6,44,0,23,24,0,0
15.3,67,0,13,24,1,1
29.8,84,0,21,22,1,0
21.4,72,0,15,0,1,1
20.8,86,0,18,0,0,1
25.2,37,0,22,22,1,0
18.3,28,0,2,0,0,1
29.2,57,0,10,22,1,0
26.8,40,0,22,22,1,1
16.3,84,0,20,24,1,0
21.3,40,1,19,0,0,0
28.2,46,0,18,22,1,0
29.2,89,0,7,22,0,0
22.0,63,1,19,0,0,0
24.2,47,0,7,0,0,0
17.5,64,1,2,24,1,1
29.9,36,0,9,22,0,0
18.5,59,0,12,0,1,0
29.1,22,0,8,22,0,0
24.7,85,1,5,0,0,0
24.1,65,0,14,0,1,0
22.7,49,1,15,0,0,0
18.5,88,0,4,0,1,1
17.6,28,1,20,24,1,1
18.3,30,0,12,0,1,0
17.8,88,0,18,24,1,0
26.7,85,1,1,22,0,0
20.3,50,1,5,0,0,0
15.9,52,0,0,24,0,0
29.5,58,0,14,22,0,0
28.3,65,0,14,22,1,0
28.9,56,0,13,22,1,0
29.9,79,0,6,22,1,1
17.6,50,0,4,24,1,0
20.9,30,0,19,0,0,0
26.4,21,1,15,22,1,1
25.4,46,0,16,22,1,0
17.3,21,0,10,24,0,0
27.2,40,0,14,22,1,1
18.4,77,0,19,0,1,0
18.4,24,0,15,0,0,0
23.1,71,0,2,0,1,0
23.9,64,0,5,0,0,1
23.7,39,1,20,0,0,0
16.4,80,0,22,24,1,0
28.2,57,1,12,22,1,1
19.0,39,1,0,0,1,1
16.9,44,1,20,24,1,1
28.3,21,0,13,22,1,0
29.3,51,0,1,22,1,0
27.9,45,0,1,22,0,0
27.1,89,0,14,22,0,0
24.8,60,0,17,0,0,0
23.3,86,0,8,0,1,1
16.3,20,0,2,24,1,0
21.1,70,0,3,0,0,0
20.6,24,0,14,0,1,0
18.9,32,1,4,0,1,1
25.9,38,0,19,22,0,0
22.4,31,0,19,0,0,0
16.2,67,0,4,24,0,0
18.3,44,1,9,0,0,1
25.2,76,0,15,22,1,0
16.1,54,0,11,24,0,0
27.8,24,0,13,22,1,0
22.4,41,0,21,0,0,0
22.2,76,0,10,0,1,0
23.9,66,1,18,0,0,0
27.4,73,1,5,22,1,1
20.2,22,1,9,0,0,0
25.2,72,1,19,22,1,1
23.5,50,0,2,0,1,1
19.0,88,1,21,0,1,1
28.2,52,0,14,22,0,0
27.0,69,0,10,22,0,0
24.9,35,0,21,0,0,1
27.8,58,0,1,22,0,0
28.0,65,0,23,22,1,0
25.6,66,0,5,22,0,0
27.6,63,0,16,22,1,1
25.5,28,1,17,22,1,1
25.2,69,0,3,22,0,0
24.3,79,0,22,0,1,1
26.3,34,1,8,22,0,1
17.4,55,0,9,24,0,1
28.2,82,1,20,22,0,0
28.1,88,0,1,22,1,0
15.4,60,1,10,24,0,0
27.4,43,0,10,22,1,0
16.9,68,0,10,24,0,1
20.0,37,0,0,0,1,1
26.2,26,0,13,22,0,0
17.4,23,1,0,24,0,0
27.3,88,0,20,22,0,0
27.5,79,0,22,22,0,0
22.6,74,0,8,0,1,0
15.1,35,1,23,24,0,0
19.3,48,0,0,0,1,0
24.3,42,1,20,0,0,1
29.7,33,0,21,22,0,0
24.5,68,0,21,0,0,0
18.9,52,0,3,0,0,1
24.5,44,1,0,0,1,1
23.1,40,1,18,0,1,1
26.7,36,0,9,22,1,0
16.6,42,0,14,24,1,1
26.4,76,1,19,22,1,1
23.1,77,0,3,0,1,1
29.4,33,0,19,22,1,0
20.1,39,0,13,0,0,0
24.5,49,0,4,0,1,0
29.0,38,0,14,22,1,0
16.5,72,0,14,24,0,1
29.1,75,0,15,22,1,0
25.3,42,1,15,22,0,1
16.0,81,0,3,24,1,1
19.5,52,1,8,0,0,0
25.6,37,0,0,22,0,0
16.0,52,0,4,24,0,0
23.7,51,0,8,0,1,0
20.2,80,1,19,0,0,0
24.3,73,0,4,0,1,0
15.7,36,1,3,24,1,1
28.1,38,0,15,22,0,0
29.6,89,0,1,22,1,0
29.5,53,1,15,22,0,0
26.2,44,0,17,22,1,1
17.0,87,0,1,24,0,0
26.4,30,1,15,22,0,0
15.4,35,0,0,24,0,0
15.3,80,0,15,24,1,0
19.9,26,1,2,0,1,1
22.3,35,0,14,0,0,0
26.6,35,1,10,22,0,0
25.2,59,0,9,22,1,0
21.7,31,1,16,0,0,0
19.1,54,0,3,0,1,0
30.0,40,1,16,22,1,1
21.4,69,0,3,0,0,0
21.8,62,0,18,0,1,0
17.5,36,0,0,24,1,0
26.9,51,0,13,22,0,0
25.4,60,1,23,22,1,1
18.3,25,1,10,0,1,1
16.2,46,0,6,24,0,0
25.2,39,1,16,22,0,0
24.8,44,0,3,0,1,1
19.1,85,0,9,0,0,0
29.3,28,0,16,22,0,0
17.3,72,0,3,24,1,0
21.5,80,0,18,0,1,1
29.2,57,1,17,22,1,1
21.3,22,0,16,0,0,1
24.6,89,0,5,0,1,0
21.0,74,0,6,0,1,0
19.1,20,1,5,0,1,1
29.8,89,0,11,22,1,0
21.1,64,0,8,0,1,1
28.4,66,0,17,22,1,1
18.4,45,1,1,0,0,0
18.2,33,0,16,0,1,0
15.5,73,1,20,24,0,1
24.8,90,0,0,0,1,0
20.5,65,1,22,0,1,1
28.0,50,0,8,22,0,0
22.1,78,0,5,0,1,0
29.5,48,0,1,22,1,1
17.8,36,0,5,24,0,0
28.0,33,0,8,22,0,0
26.6,55,1,2,22,0,1
26.6,77,1,15,22,0,0
27.7,43,1,23,22,1,1
26.4,82,0,14,22,1,1
24.4,44,0,11,0,0,0
17.0,78,0,22,24,1,0
15.5,51,0,7,24,1,0
28.8,37,1,5,22,1,1
24.2,56,0,2,0,0,0
26.9,45,1,22,22,1,1
22.2,28,0,3,0,0,0
16.8,83,1,9,24,1,1
16.9,39,0,13,24,1,0
25.3,73,1,20,22,0,0
21.5,49,0,23,0,1,0
18.0,72,0,14,0,0,0
22.4,82,1,6,0,0,1
16.0,30,0,6,24,1,0
23.7,50,0,7,0,0,0
19.0,68,0,9,0,1,0
27.0,38,0,18,22,1,0
19.7,31,0,18,0,0,0
21.8,34,0,1,0,1,1
15.2,50,0,14,24,0,1
16.1,62,0,0,24,0,0
20.9,56,0,9,0,1,1
22.2,48,0,5,0,1,0
24.0,45,1,21,0,1,1
19.4,21,1,12,0,1,1
25.4,34,0,9,22,0,0
27.9,23,0,11,22,0,0
26.7,69,0,23,22,0,1
15.6,57,1,5,24,1,1
22.2,42,0,5,0,0,0
16.6,78,0,0,24,0,0
18.6,47,0,11,0,0,0
29.8,85,0,22,22,0,1
17.1,27,0,22,24,1,0
22.5,48,0,9,0,1,0
24.3,30,0,13,0,0,1
25.5,37,0,14,22,0,0
23.4,74,0,22,0,1,0
15.1,69,1,23,24,0,0
19.9,33,0,3,0,1,0
22.8,28,0,0,0,1,0
16.3,30,0,7,24,0,0
20.3,82,0,2,0,1,0
15.5,86,0,13,24,0,0
16.2,72,0,16,24,0,0
21.0,58,1,1,0,0,0
17.0,75,0,14,24,1,0
23.5,47,0,5,0,1,1
25.3,58,0,4,22,0,0
27.0,44,0,13,22,1,0
18.0,40,1,18,0,1,1
17.5,29,0,8,24,0,0
16.6,62,0,7,24,1,0
24.5,34,1,2,0,1,1
25.6,67,1,17,22,1,1
15.5,40,0,7,24,0,1
29.0,79,0,15,22,0,0
15.8,69,0,14,24,1,0
23.1,42,0,20,0,1,0
25.6,32,1,14,22,1,1
28.1,88,0,15,22,1,0
25.7,23,0,0,22,1,0
27.0,28,0,9,22,1,0
20.1,54,0,18,0,0,0
27.2,40,0,4,22,0,1
16.2,77,1,17,24,0,0
28.4,37,0,2,22,0,1
23.2,62,0,3,0,1,0
27.3,25,1,3,22,1,1
21.8,86,0,10,0,0,0
24.7,31,1,8,0,1,1
22.9,31,0,0,0,1,0
26.0,85,0,15,22,1,0
16.2,21,0,8,24,1,1
15.9,34,1,10,24,0,0
18.7,42,0,5,0,0,0
17.4,48,0,16,24,1,0
28.1,26,1,11,22,1,1
18.3,47,0,21,0,1,0
29.6,33,0,7,22,0,1
20.1,63,0,15,0,0,0
17.7,49,0,4,24,1,0
26.8,51,0,20,22,0,1
24.9,89,0,0,0,1,0
22.5,25,1,16,0,1,1
23.3,46,1,23,0,1,1
25.8,43,0,20,22,1,0
18.4,53,1,7,0,0,1
29.9,59,0,9,22,1,0
29.6,66,0,17,22,1,0
24.8,43,0,14,0,1,0
18.0,84,0,19,0,1,0
25.2,37,1,12,22,0,0
16.1,63,0,9,24,1,0
15.5,76,0,8,24,0,1
18.9,47,0,12,0,0,0
21.9,90,0,2,0,1,0
28.0,42,0,21,22,0,1
25.9,53,0,22,22,1,0
26.1,30,0,2,22,0,1
21.4,54,1,0,0,0,1
20.2,61,0,1,0,0,0
20.6,47,0,10,0,0,0
29.8,43,0,13,22,1,0
15.6,27,1,9,24,1,1
28.0,72,0,6,22,1,0
23.7,23,1,22,0,0,0
21.6,24,1,0,0,1,1
25.9,68,1,6,22,1,1
22.3,49,1,14,0,0,1
28.1,82,1,10,22,1,1
28.5,66,0,5,22,1,0
21.3,45,1,21,0,0,0
19.2,76,0,6,0,1,0
23.9,56,1,6,0,0,0
28.7,26,0,0,22,0,0
18.2,59,0,9,0,0,1
24.3,58,0,20,0,1,1
24.5,81,0,14,0,0,0
26.0,72,0,7,22,0,0
17.0,23,0,23,24,1,0
25.7,44,1,18,22,1,1
28.6,26,0,2,22,1,1
17.7,47,0,22,24,0,1
18.6,88,1,14,0,1,1
29.6,86,0,3,22,0,1
17.7,39,0,5,24,1,1
27.8,30,0,9,22,1,0
22.4,86,1,17,0,1,1
18.7,26,0,15,0,1,0
28.1,42,0,17,22,1,1
21.7,80,0,5,0,1,0
22.7,90,0,18,0,0,0
20.4,53,0,16,0,0,0
23.9,38,1,17,0,1,1
17.5,77,1,12,24,0,0
20.9,28,0,6,0,1,0
29.5,67,0,19,22,1,1
18.9,60,1,11,0,0,0
24.9,67,0,1,0,1,1
19.9,64,0,11,0,1,1
26.6,44,0,11,22,1,1
17.0,44,0,23,24,0,1
29.5,38,1,3,22,1,1
21.8,58,0,3,0,0,0
18.5,46,0,17,0,1,0
16.1,82,0,15,24,1,0
17.5,87,1,13,24,0,0
22.8,38,0,16,0,1,0
20.1,47,0,16,0,0,0
27.4,52,0,2,22,1,0
21.5,29,0,5,0,1,0
18.7,49,0,22,0,0,0
24.3,41,0,12,0,0,1
25.6,22,0,8,22,1,0
17.5,67,0,20,24,0,0
17.5,21,1,8,24,0,0
15.6,73,0,7,24,0,0
26.0,25,0,16,22,0,1
25.0,59,0,15,0,1,0
22.1,21,0,15,0,1,0
27.7,21,0,18,22,0,1
27.1,74,1,23,22,0,0
23.8,79,1,15,0,0,1
28.0,25,0,13,22,1,0
18.1,38,0,19,0,1,0
16.7,46,0,13,24,1,0
19.0,20,0,13,0,1,0
15.9,52,0,13,24,1,0
23.0,59,0,11,0,1,0
29.0,51,1,5,22,0,1
15.6,88,0,19,24,1,0
16.8,36,0,12,24,1,0
21.8,27,1,15,0,0,0
29.0,76,0,8,22,1,1
19.7,61,0,1,0,1,0
22.6,28,0,21,0,1,0
15.6,54,0,2,24,0,0
17.2,90,1,9,24,1,1
29.8,72,1,19,22,0,0
29.5,73,1,1,22,1,1
15.1,44,1,23,24,1,1
29.3,86,0,9,22,1,0
24.6,81,1,7,0,1,1
28.0,74,1,16,22,1,1
21.8,65,0,21,0,0,0
22.7,43,0,0,0,1,1
22.3,65,0,5,0,1,0
25.0,41,0,6,0,0,1
17.1,30,0,14,24,0,0
15.4,67,1,17,24,1,1
19.6,27,1,8,0,0,0
25.6,58,0,7,22,1,0
18.0,54,0,9,0,0,0
25.1,68,1,3,22,0,1
29.5,65,0,19,22,1,0
16.4,57,0,7,24,1,0
25.1,27,1,0,22,1,1
21.7,73,1,7,0,1,1
28.0,56,1,22,22,1,1
17.7,59,0,11,24,1,0
25.4,53,0,22,22,0,0
27.6,36,1,14,22,0,0
29.2,52,0,12,22,0,0
25.2,66,1,15,22,0,0
22.5,71,0,22,0,0,0
24.3,28,0,17,0,0,1
28.0,52,0,0,22,1,0
23.6,79,0,16,0,0,0
15.5,40,1,15,24,0,0
29.0,77,0,22,22,1,0
25.3,88,1,4,22,0,1
25.1,29,1,19,22,0,0
18.2,25,0,20,0,0,1
24.9,32,1,9,0,0,0
20.9,84,0,5,0,0,1
24.8,39,1,11,0,0,0
16.6,76,0,9,24,1,0
24.9,65,0,21,0,0,1
30.0,27,0,16,22,0,0
15.7,29,0,1,24,1,0
29.7,86,1,18,22,0,0
21.1,30,0,19,0,0,0
28.1,31,0,5,22,1,0
26.7,29,0,12,22,1,0
23.5,44,1,8,0,1,1
26.1,68,0,11,22,0,0
28.2,68,0,17,22,1,0
21.1,30,0,7,0,0,0
19.9,81,0,17,0,0,0
25.0,55,1,22,0,0,1
27.1,58,1,21,22,1,1
26.4,72,1,1,22,0,0
27.0,75,0,7,22,1,0
21.5,20,1,9,0,1,1
27.3,75,0,8,22,0,0
16.8,23,1,23,24,1,1
23.2,49,0,17,0,0,0
15.1,31,0,7,24,0,0
19.9,54,0,18,0,0,0
20.5,71,0,2,0,1,0
20.9,50,0,8,0,0,1
25.4,87,1,12,22,1,1
20.8,71,0,8,0,1,0
21.7,26,1,19,0,1,1
18.6,41,0,11,0,0,1
20.6,75,0,22,0,0,0
18.4,77,1,12,0,0,0
16.1,83,0,7,24,1,0
24.1,31,0,14,0,1,1
25.0,26,1,12,0,1,1
24.3,74,0,20,0,1,0
22.0,81,0,12,0,0,1
20.7,74,1,16,0,1,1
28.0,55,0,14,22,0,1
22.8,43,1,21,0,0,1
22.2,63,0,18,0,1,0
15.4,36,0,2,24,1,0
20.1,21,0,13,0,0,0
20.7,32,1,9,0,0,0
21.0,50,0,16,0,0,0
23.7,47,1,7,0,1,1
23.0,79,0,17,0,0,0
24.1,46,0,11,0,1,1
26.5,34,1,16,22,0,0
27.2,52,0,22,22,0,0
25.8,39,0,10,22,0,0
29.3,61,0,8,22,0,0
15.3,31,0,21,24,1,1
17.9,42,0,23,24,1,0
15.1,33,0,23,24,0,0
24.7,44,0,22,0,1,1
28.5,50,0,14,22,1,0
18.7,73,0,8,0,0,1
28.9,24,0,11,22,0,0
15.9,32,1,10,24,0,0
29.0,47,1,16,22,1,1
20.3,62,0,5,0,0,1
16.5,66,0,7,24,0,0
22.3,90,1,9,0,1,1
18.9,57,0,14,0,1,1
19.3,86,0,3,0,0,0
19.6,81,0,17,0,0,0
27.0,58,1,10,22,1,1
23.1,56,0,8,0,0,0
19.7,27,1,8,0,0,0
24.2,71,1,7,0,1,1
25.7,52,0,2,22,1,1
19.1,61,1,20,0,1,1
21.2,46,0,17,0,0,0
16.8,27,0,13,24,1,0
17.7,42,0,2,24,0,0
25.2,83,0,16,22,0,0
17.7,39,0,3,24,1,1
22.9,35,0,20,0,1,0
25.6,36,0,17,22,0,0
16.6,38,0,14,24,0,0
23.5,27,0,18,0,0,0
18.8,57,1,21,0,1,1
29.4,57,0,5,22,1,0
22.3,72,0,14,0,0,0
27.1,50,0,6,22,0,0
23.3,63,0,11,0,0,0
15.7,79,0,15,24,0,0
24.5,36,0,8,0,1,0
29.3,58,0,19,22,1,0
24.0,61,0,4,0,0,0
27.3,67,1,10,22,0,1
28.3,31,1,1,22,0,0
18.4,37,0,21,0,0,0
18.2,25,1,15,0,0,1
24.2,62,0,3,0,1,0
21.2,54,0,4,0,0,1
27.6,73,1,6,22,0,0
28.5,81,0,5,22,1,1
20.3,88,0,23,0,0,0
18.6,35,0,21,0,1,0
26.7,27,0,9,22,1,0
19.1,50,0,13,0,1,0
27.3,29,0,7,22,0,0
21.4,75,0,13,0,1,0
25.0,89,0,13,0,0,0
16.4,39,1,19,24,1,1
24.4,24,0,22,0,1,0
21.8,42,1,2,0,0,0
23.8,28,0,0,0,0,0
17.5,77,1,8,24,1,1
26.1,78,1,8,22,1,1
27.9,73,0,21,22,1,1
18.3,65,0,1,0,1,0
16.4,41,0,15,24,1,0
15.4,83,1,7,24,1,1
24.6,27,0,5,0,0,0
24.1,39,0,22,0,0,0
23.2,70,0,12,0,1,0
18.5,58,1,0,0,0,1
20.9,56,0,18,0,1,1
23.9,69,0,14,0,0,0
22.5,53,0,0,0,1,0
29.8,52,1,9,22,0,0
17.0,50,0,0,24,0,0
25.4,73,0,11,22,0,0
21.1,63,0,10,0,0,0
21.4,53,0,16,0,1,0
25.8,90,1,3,22,1,1
25.4,81,0,22,22,1,0
29.9,42,0,6,22,0,1
16.9,65,1,11,24,0,0
16.6,75,1,12,24,0,0
25.9,26,0,4,22,0,0
23.7,80,0,5,0,0,0
19.1,22,1,1,0,0,0
16.2,57,0,20,24,1,0
16.3,53,1,6,24,1,1
28.4,63,1,13,22,1,1
17.9,49,0,21,24,1,0
19.9,36,1,13,0,0,0
18.4,78,0,9,0,1,0
20.3,29,0,3,0,0,1
16.0,37,0,2,24,0,0
22.8,64,1,22,0,1,1
16.0,78,0,13,24,1,0
27.0,81,0,5,22,1,0
18.5,78,1,22,0,1,1
23.1,68,0,14,0,0,0
28.2,82,0,7,22,0,0
24.8,51,1,4,0,0,0
23.0,29,1,2,0,1,1
19.9,30,1,2,0,1,1
20.0,89,1,12,0,1,1
25.0,81,0,1,0,0,1
29.9,66,0,23,22,0,1
24.9,53,0,0,0,0,0
23.4,36,0,11,0,1,1
26.0,73,0,7,22,0,0
22.0,59,1,18,0,0,1
15.9,38,0,8,24,0,0
23.4,86,0,13,0,1,0
29.4,72,0,17,22,1,0
17.6,83,0,9,24,1,1
25.4,66,0,8,22,0,1
18.0,25,0,5,0,0,0
23.0,35,0,0,0,0,0
16.5,37,0,4,24,1,0
21.8,71,1,9,0,1,1
26.3,67,1,12,22,0,0
20.2,62,0,21,0,0,0
25.0,58,1,22,0,1,1
26.9,68,0,3,22,1,0
28.9,31,0,0,22,0,0
18.5,29,0,20,0,0,0
21.0,90,0,1,0,1,0
17.3,74,1,23,24,1,1
29.9,20,0,3,22,1,0
28.9,68,1,16,22,1,1
23.1,55,0,9,0,0,1
27.6,40,0,22,22,1,0
22.8,56,1,11,0,0,1
24.4,43,0,1,0,1,0
16.3,74,0,2,24,1,1
26.3,44,0,13,22,1,0
16.9,26,0,14,24,1,0
27.4,90,0,12,22,1,1
26.7,90,0,8,22,1,0
25.6,43,0,1,22,0,0
15.5,30,0,18,24,0,0
19.5,31,0,15,0,1,0
18.9,54,0,10,0,1,0
20.4,82,0,11,0,0,0
16.3,87,0,0,24,0,0
29.1,76,0,1,22,0,1
23.3,32,0,15,0,1,0
19.6,42,0,1,0,1,0
21.0,58,0,18,0,1,0
21.7,31,0,9,0,1,0
24.0,53,0,18,0,1,0
22.7,90,0,9,0,0,0
28.8,50,0,15,22,1,0
22.5,81,0,12,0,1,0
29.9,32,0,15,22,1,1
27.8,50,0,17,22,0,1
18.1,21,0,23,0,0,0
29.0,34,0,7,22,0,1
16.7,76,1,23,24,1,1
27.3,53,0,17,22,0,0
20.7,87,1,12,0,1,1
28.2,48,1,6,22,1,1
28.0,85,0,20,22,0,1
27.1,35,0,22,22,1,0
26.9,58,0,23,22,1,0
19.6,56,0,17,0,1,0
16.2,40,0,5,24,0,0
21.0,63,1,8,0,0,0
17.6,38,1,5,24,1,1
25.4,90,0,17,22,0,0
20.2,27,0,16,0,1,0
29.6,85,0,11,22,1,0
24.6,60,1,2,0,1,1
27.3,89,1,4,22,0,0
17.0,80,1,6,24,0,0
27.9,45,0,9,22,1,1
28.8,90,0,9,22,1,0
22.3,89,0,18,0,0,0
24.1,48,0,3,0,0,0
26.5,85,1,9,22,1,1
17.6,38,1,17,24,0,1
22.5,87,0,2,0,0,0
21.0,77,0,20,0,0,1
17.2,89,0,2,24,0,1
20.5,76,1,4,0,0,0
16.0,56,0,15,24,0,1
15.4,80,0,19,24,0,1
17.0,49,0,12,24,1,0
29.4,90,0,10,22,1,0
23.2,44,1,12,0,0,0
29.5,84,0,18,22,1,0
21.5,25,0,5,0,0,0
19.7,37,0,23,0,0,0
22.6,29,0,12,0,0,0
21.6,30,0,3,0,1,1
16.6,84,0,21,24,0,0
24.6,84,0,4,0,0,0
18.2,71,1,18,0,1,1
24.3,86,0,4,0,1,0
24.8,50,0,20,0,1,0
17.3,36,0,13,24,1,0
15.9,74,0,3,24,1,0
26.7,55,0,11,22,0,1
21.9,45,1,5,0,0,0
15.9,72,0,18,24,1,0
29.9,36,0,9,22,1,0
15.9,44,0,0,24,1,0
25.4,21,0,22,22,0,1
29.8,24,0,22,22,0,0
18.6,23,0,15,0,0,0
17.1,55,0,3,24,0,0
16.8,25,0,8,24,0,0
19.5,40,0,17,0,0,0
16.5,45,0,16,24,1,0
25.4,74,0,14,22,0,0
15.9,58,0,18,24,0,0
22.6,52,0,6,0,0,0
30.0,33,1,17,22,0,0
27.2,75,0,5,22,0,1
24.2,40,0,18,0,0,1
19.6,65,0,20,0,0,0
24.4,35,1,11,0,1,1
22.9,35,1,2,0,0,0
21.4,48,0,0,0,1,0
17.0,27,0,4,24,1,0
28.3,22,1,0,22,1,1
21.7,38,0,7,0,0,0
17.9,85,0,6,24,0,0
20.5,41,1,14,0,1,1
21.2,65,0,10,0,1,1
27.4,32,0,17,22,1,0
26.0,52,1,13,22,0,0
